annee;code_reg;nom_reg;filiere_raw;prod_gwh;filiere;prod_mwh;categorie
2018;52;Pays de la Loire;Production solaire (GWh);546.0;Solaire;546000.0;Renouvelable
2024;52;Pays de la Loire;Production solaire (GWh);1481.0;Solaire;1481000.0;Renouvelable
2017;53;Bretagne;Production solaire (GWh);207.0;Solaire;207000.0;Renouvelable
2016;75;Nouvelle-Aquitaine;Production solaire (GWh);2313.0;Solaire;2313000.0;Renouvelable
2017;76;Occitanie;Production solaire (GWh);2076.0;Solaire;2076000.0;Renouvelable
2019;76;Occitanie;Production solaire (GWh);2581.0;Solaire;2581000.0;Renouvelable
2021;76;Occitanie;Production solaire (GWh);3020.0;Solaire;3020000.0;Renouvelable
2022;76;Occitanie;Production solaire (GWh);3905.0;Solaire;3905000.0;Renouvelable
2016;84;Auvergne-Rhône-Alpes;Production solaire (GWh);819.0;Solaire;819000.0;Renouvelable
2021;94;Corse;Production solaire (GWh);256.0;Solaire;256000.0;Renouvelable
2020;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);1994.0;Solaire;1994000.0;Renouvelable
2016;94;Corse;Production solaire (GWh);157.0;Solaire;157000.0;Renouvelable
2020;94;Corse;Production solaire (GWh);238.0;Solaire;238000.0;Renouvelable
2024;11;Île-de-France;Production solaire (GWh);336.0;Solaire;336000.0;Renouvelable
2020;24;Centre-Val de Loire;Production solaire (GWh);416.0;Solaire;416000.0;Renouvelable
2021;24;Centre-Val de Loire;Production solaire (GWh);591.0;Solaire;591000.0;Renouvelable
2023;24;Centre-Val de Loire;Production solaire (GWh);1098.0;Solaire;1098000.0;Renouvelable
2017;27;Bourgogne-Franche-Comté;Production solaire (GWh);235.0;Solaire;235000.0;Renouvelable
2019;27;Bourgogne-Franche-Comté;Production solaire (GWh);370.0;Solaire;370000.0;Renouvelable
2020;28;Normandie;Production solaire (GWh);202.0;Solaire;202000.0;Renouvelable
2023;28;Normandie;Production solaire (GWh);326.0;Solaire;326000.0;Renouvelable
2018;32;Hauts-de-France;Production solaire (GWh);145.0;Solaire;145000.0;Renouvelable
2020;32;Hauts-de-France;Production solaire (GWh);173.0;Solaire;173000.0;Renouvelable
2022;32;Hauts-de-France;Production solaire (GWh);497.0;Solaire;497000.0;Renouvelable
2014;44;Grand Est;Production solaire (GWh);461.0;Solaire;461000.0;Renouvelable
2017;52;Pays de la Loire;Production solaire (GWh);480.0;Solaire;480000.0;Renouvelable
2022;52;Pays de la Loire;Production solaire (GWh);1022.0;Solaire;1022000.0;Renouvelable
2015;53;Bretagne;Production solaire (GWh);187.0;Solaire;187000.0;Renouvelable
2019;53;Bretagne;Production solaire (GWh);251.0;Solaire;251000.0;Renouvelable
2020;53;Bretagne;Production solaire (GWh);261.0;Solaire;261000.0;Renouvelable
2024;53;Bretagne;Production solaire (GWh);670.0;Solaire;670000.0;Renouvelable
2020;76;Occitanie;Production solaire (GWh);2699.0;Solaire;2699000.0;Renouvelable
2018;84;Auvergne-Rhône-Alpes;Production solaire (GWh);1032.0;Solaire;1032000.0;Renouvelable
2021;84;Auvergne-Rhône-Alpes;Production solaire (GWh);1473.0;Solaire;1473000.0;Renouvelable
2023;84;Auvergne-Rhône-Alpes;Production solaire (GWh);2530.0;Solaire;2530000.0;Renouvelable
2020;44;Grand Est;Production solaire (GWh);656.0;Solaire;656000.0;Renouvelable
2022;44;Grand Est;Production solaire (GWh);1259.0;Solaire;1259000.0;Renouvelable
2014;52;Pays de la Loire;Production solaire (GWh);368.0;Solaire;368000.0;Renouvelable
2017;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);1527.0;Solaire;1527000.0;Renouvelable
2021;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);2127.0;Solaire;2127000.0;Renouvelable
2022;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);2655.0;Solaire;2655000.0;Renouvelable
2017;94;Corse;Production solaire (GWh);182.0;Solaire;182000.0;Renouvelable
2016;11;Île-de-France;Production solaire (GWh);70.0;Solaire;70000.0;Renouvelable
2018;11;Île-de-France;Production solaire (GWh);83.0;Solaire;83000.0;Renouvelable
2020;11;Île-de-France;Production solaire (GWh);126.0;Solaire;126000.0;Renouvelable
2016;24;Centre-Val de Loire;Production solaire (GWh);245.0;Solaire;245000.0;Renouvelable
2022;24;Centre-Val de Loire;Production solaire (GWh);941.0;Solaire;941000.0;Renouvelable
2014;27;Bourgogne-Franche-Comté;Production solaire (GWh);193.0;Solaire;193000.0;Renouvelable
2015;27;Bourgogne-Franche-Comté;Production solaire (GWh);220.0;Solaire;220000.0;Renouvelable
2019;28;Normandie;Production solaire (GWh);180.0;Solaire;180000.0;Renouvelable
2022;28;Normandie;Production solaire (GWh);288.0;Solaire;288000.0;Renouvelable
2014;32;Hauts-de-France;Production solaire (GWh);117.0;Solaire;117000.0;Renouvelable
2016;32;Hauts-de-France;Production solaire (GWh);148.0;Solaire;148000.0;Renouvelable
2017;32;Hauts-de-France;Production solaire (GWh);130.0;Solaire;130000.0;Renouvelable
2019;32;Hauts-de-France;Production solaire (GWh);166.0;Solaire;166000.0;Renouvelable
2024;32;Hauts-de-France;Production solaire (GWh);626.0;Solaire;626000.0;Renouvelable
2017;44;Grand Est;Production solaire (GWh);505.0;Solaire;505000.0;Renouvelable
2019;44;Grand Est;Production solaire (GWh);713.0;Solaire;713000.0;Renouvelable
2015;52;Pays de la Loire;Production solaire (GWh);422.0;Solaire;422000.0;Renouvelable
2020;52;Pays de la Loire;Production solaire (GWh);666.0;Solaire;666000.0;Renouvelable
2015;75;Nouvelle-Aquitaine;Production solaire (GWh);1817.0;Solaire;1817000.0;Renouvelable
2019;75;Nouvelle-Aquitaine;Production solaire (GWh);3287.0;Solaire;3287000.0;Renouvelable
2024;75;Nouvelle-Aquitaine;Production solaire (GWh);5806.0;Solaire;5806000.0;Renouvelable
2014;76;Occitanie;Production solaire (GWh);1305.0;Solaire;1305000.0;Renouvelable
2015;76;Occitanie;Production solaire (GWh);1604.0;Solaire;1604000.0;Renouvelable
2016;76;Occitanie;Production solaire (GWh);1849.0;Solaire;1849000.0;Renouvelable
2018;76;Occitanie;Production solaire (GWh);2217.0;Solaire;2217000.0;Renouvelable
2022;84;Auvergne-Rhône-Alpes;Production solaire (GWh);2176.0;Solaire;2176000.0;Renouvelable
2024;84;Auvergne-Rhône-Alpes;Production solaire (GWh);2894.0;Solaire;2894000.0;Renouvelable
2014;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);1010.0;Solaire;1010000.0;Renouvelable
2019;93;Provence-Alpes-Côte d'Azur;Production solaire (GWh);1920.0;Solaire;1920000.0;Renouvelable
2014;94;Corse;Production solaire (GWh);124.0;Solaire;124000.0;Renouvelable
2015;94;Corse;Production solaire (GWh);148.0;Solaire;148000.0;Renouvelable
2024;94;Corse;Production solaire (GWh);288.0;Solaire;288000.0;Renouvelable
2014;11;Île-de-France;Production bioénergies (GWh);1100.0;Bioénergies;1100000.0;Renouvelable
2017;11;Île-de-France;Production bioénergies (GWh);1298.0;Bioénergies;1298000.0;Renouvelable
2021;11;Île-de-France;Production bioénergies (GWh);1274.0;Bioénergies;1274000.0;Renouvelable
2015;24;Centre-Val de Loire;Production bioénergies (GWh);423.0;Bioénergies;423000.0;Renouvelable
2017;24;Centre-Val de Loire;Production bioénergies (GWh);500.0;Bioénergies;500000.0;Renouvelable
2018;24;Centre-Val de Loire;Production bioénergies (GWh);521.0;Bioénergies;521000.0;Renouvelable
2024;24;Centre-Val de Loire;Production bioénergies (GWh);516.0;Bioénergies;516000.0;Renouvelable
2021;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);392.0;Bioénergies;392000.0;Renouvelable
2014;28;Normandie;Production bioénergies (GWh);422.0;Bioénergies;422000.0;Renouvelable
2015;28;Normandie;Production bioénergies (GWh);434.0;Bioénergies;434000.0;Renouvelable
2017;28;Normandie;Production bioénergies (GWh);453.0;Bioénergies;453000.0;Renouvelable
2018;28;Normandie;Production bioénergies (GWh);448.0;Bioénergies;448000.0;Renouvelable
2023;32;Hauts-de-France;Production bioénergies (GWh);975.0;Bioénergies;975000.0;Renouvelable
2021;44;Grand Est;Production bioénergies (GWh);1217.0;Bioénergies;1217000.0;Renouvelable
2021;52;Pays de la Loire;Production bioénergies (GWh);476.0;Bioénergies;476000.0;Renouvelable
2016;53;Bretagne;Production bioénergies (GWh);311.0;Bioénergies;311000.0;Renouvelable
2022;53;Bretagne;Production bioénergies (GWh);459.0;Bioénergies;459000.0;Renouvelable
2023;53;Bretagne;Production bioénergies (GWh);454.0;Bioénergies;454000.0;Renouvelable
2014;75;Nouvelle-Aquitaine;Production bioénergies (GWh);985.0;Bioénergies;985000.0;Renouvelable
2017;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1549.0;Bioénergies;1549000.0;Renouvelable
2018;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1506.0;Bioénergies;1506000.0;Renouvelable
2020;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1610.0;Bioénergies;1610000.0;Renouvelable
2021;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1540.0;Bioénergies;1540000.0;Renouvelable
2022;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1550.0;Bioénergies;1550000.0;Renouvelable
2015;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);829.0;Bioénergies;829000.0;Renouvelable
2017;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);876.0;Bioénergies;876000.0;Renouvelable
2020;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);977.0;Bioénergies;977000.0;Renouvelable
2015;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);642.0;Bioénergies;642000.0;Renouvelable
2016;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);916.0;Bioénergies;916000.0;Renouvelable
2018;94;Corse;Production bioénergies (GWh);9.0;Bioénergies;9000.0;Renouvelable
2022;94;Corse;Production bioénergies (GWh);3.0;Bioénergies;3000.0;Renouvelable
2015;11;Île-de-France;Production bioénergies (GWh);1034.0;Bioénergies;1034000.0;Renouvelable
2022;11;Île-de-France;Production bioénergies (GWh);1232.0;Bioénergies;1232000.0;Renouvelable
2019;24;Centre-Val de Loire;Production bioénergies (GWh);517.0;Bioénergies;517000.0;Renouvelable
2016;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);175.0;Bioénergies;175000.0;Renouvelable
2018;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);272.0;Bioénergies;272000.0;Renouvelable
2020;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);367.0;Bioénergies;367000.0;Renouvelable
2022;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);443.0;Bioénergies;443000.0;Renouvelable
2021;28;Normandie;Production bioénergies (GWh);724.0;Bioénergies;724000.0;Renouvelable
2024;28;Normandie;Production bioénergies (GWh);732.0;Bioénergies;732000.0;Renouvelable
2015;32;Hauts-de-France;Production bioénergies (GWh);889.0;Bioénergies;889000.0;Renouvelable
2015;44;Grand Est;Production bioénergies (GWh);636.0;Bioénergies;636000.0;Renouvelable
2018;44;Grand Est;Production bioénergies (GWh);839.0;Bioénergies;839000.0;Renouvelable
2024;44;Grand Est;Production bioénergies (GWh);1319.0;Bioénergies;1319000.0;Renouvelable
2019;52;Pays de la Loire;Production bioénergies (GWh);438.0;Bioénergies;438000.0;Renouvelable
2023;52;Pays de la Loire;Production bioénergies (GWh);494.0;Bioénergies;494000.0;Renouvelable
2014;53;Bretagne;Production bioénergies (GWh);289.0;Bioénergies;289000.0;Renouvelable
2021;53;Bretagne;Production bioénergies (GWh);447.0;Bioénergies;447000.0;Renouvelable
2018;53;Bretagne;Production bioénergies (GWh);374.0;Bioénergies;374000.0;Renouvelable
2023;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1540.0;Bioénergies;1540000.0;Renouvelable
2023;76;Occitanie;Production bioénergies (GWh);818.0;Bioénergies;818000.0;Renouvelable
2024;76;Occitanie;Production bioénergies (GWh);920.0;Bioénergies;920000.0;Renouvelable
2014;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);819.0;Bioénergies;819000.0;Renouvelable
2019;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);999.0;Bioénergies;999000.0;Renouvelable
2018;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);1066.0;Bioénergies;1066000.0;Renouvelable
2023;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);986.0;Bioénergies;986000.0;Renouvelable
2024;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);956.0;Bioénergies;956000.0;Renouvelable
2019;94;Corse;Production bioénergies (GWh);7.0;Bioénergies;7000.0;Renouvelable
2023;94;Corse;Production bioénergies (GWh);2.0;Bioénergies;2000.0;Renouvelable
2019;11;Île-de-France;Production bioénergies (GWh);1121.0;Bioénergies;1121000.0;Renouvelable
2023;11;Île-de-France;Production bioénergies (GWh);1146.0;Bioénergies;1146000.0;Renouvelable
2014;24;Centre-Val de Loire;Production bioénergies (GWh);416.0;Bioénergies;416000.0;Renouvelable
2023;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);434.0;Bioénergies;434000.0;Renouvelable
2024;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);406.0;Bioénergies;406000.0;Renouvelable
2016;28;Normandie;Production bioénergies (GWh);440.0;Bioénergies;440000.0;Renouvelable
2021;32;Hauts-de-France;Production bioénergies (GWh);969.0;Bioénergies;969000.0;Renouvelable
2016;44;Grand Est;Production bioénergies (GWh);787.0;Bioénergies;787000.0;Renouvelable
2023;44;Grand Est;Production bioénergies (GWh);1280.0;Bioénergies;1280000.0;Renouvelable
2016;52;Pays de la Loire;Production bioénergies (GWh);333.0;Bioénergies;333000.0;Renouvelable
2018;52;Pays de la Loire;Production bioénergies (GWh);385.0;Bioénergies;385000.0;Renouvelable
2024;52;Pays de la Loire;Production bioénergies (GWh);505.0;Bioénergies;505000.0;Renouvelable
2017;53;Bretagne;Production bioénergies (GWh);358.0;Bioénergies;358000.0;Renouvelable
2016;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1362.0;Bioénergies;1362000.0;Renouvelable
2017;76;Occitanie;Production bioénergies (GWh);758.0;Bioénergies;758000.0;Renouvelable
2019;76;Occitanie;Production bioénergies (GWh);762.0;Bioénergies;762000.0;Renouvelable
2021;76;Occitanie;Production bioénergies (GWh);687.0;Bioénergies;687000.0;Renouvelable
2022;76;Occitanie;Production bioénergies (GWh);803.0;Bioénergies;803000.0;Renouvelable
2016;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);923.0;Bioénergies;923000.0;Renouvelable
2021;94;Corse;Production bioénergies (GWh);4.0;Bioénergies;4000.0;Renouvelable
2020;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);773.0;Bioénergies;773000.0;Renouvelable
2016;94;Corse;Production bioénergies (GWh);9.0;Bioénergies;9000.0;Renouvelable
2020;94;Corse;Production bioénergies (GWh);6.0;Bioénergies;6000.0;Renouvelable
2024;11;Île-de-France;Production bioénergies (GWh);1202.0;Bioénergies;1202000.0;Renouvelable
2020;24;Centre-Val de Loire;Production bioénergies (GWh);522.0;Bioénergies;522000.0;Renouvelable
2021;24;Centre-Val de Loire;Production bioénergies (GWh);525.0;Bioénergies;525000.0;Renouvelable
2023;24;Centre-Val de Loire;Production bioénergies (GWh);466.0;Bioénergies;466000.0;Renouvelable
2017;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);192.0;Bioénergies;192000.0;Renouvelable
2019;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);285.0;Bioénergies;285000.0;Renouvelable
2020;28;Normandie;Production bioénergies (GWh);512.0;Bioénergies;512000.0;Renouvelable
2023;28;Normandie;Production bioénergies (GWh);736.0;Bioénergies;736000.0;Renouvelable
2018;32;Hauts-de-France;Production bioénergies (GWh);1043.0;Bioénergies;1043000.0;Renouvelable
2020;32;Hauts-de-France;Production bioénergies (GWh);1055.0;Bioénergies;1055000.0;Renouvelable
2022;32;Hauts-de-France;Production bioénergies (GWh);932.0;Bioénergies;932000.0;Renouvelable
2014;44;Grand Est;Production bioénergies (GWh);526.0;Bioénergies;526000.0;Renouvelable
2017;52;Pays de la Loire;Production bioénergies (GWh);382.0;Bioénergies;382000.0;Renouvelable
2022;52;Pays de la Loire;Production bioénergies (GWh);498.0;Bioénergies;498000.0;Renouvelable
2015;53;Bretagne;Production bioénergies (GWh);311.0;Bioénergies;311000.0;Renouvelable
2019;53;Bretagne;Production bioénergies (GWh);401.0;Bioénergies;401000.0;Renouvelable
2020;53;Bretagne;Production bioénergies (GWh);435.0;Bioénergies;435000.0;Renouvelable
2024;53;Bretagne;Production bioénergies (GWh);458.0;Bioénergies;458000.0;Renouvelable
2020;76;Occitanie;Production bioénergies (GWh);706.0;Bioénergies;706000.0;Renouvelable
2018;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);1000.0;Bioénergies;1000000.0;Renouvelable
2021;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);980.0;Bioénergies;980000.0;Renouvelable
2023;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);980.0;Bioénergies;980000.0;Renouvelable
2020;44;Grand Est;Production bioénergies (GWh);1046.0;Bioénergies;1046000.0;Renouvelable
2022;44;Grand Est;Production bioénergies (GWh);1297.0;Bioénergies;1297000.0;Renouvelable
2014;52;Pays de la Loire;Production bioénergies (GWh);355.0;Bioénergies;355000.0;Renouvelable
2017;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);1137.0;Bioénergies;1137000.0;Renouvelable
2021;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);728.0;Bioénergies;728000.0;Renouvelable
2022;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);1076.0;Bioénergies;1076000.0;Renouvelable
2017;94;Corse;Production bioénergies (GWh);8.0;Bioénergies;8000.0;Renouvelable
2016;11;Île-de-France;Production bioénergies (GWh);1236.0;Bioénergies;1236000.0;Renouvelable
2018;11;Île-de-France;Production bioénergies (GWh);1296.0;Bioénergies;1296000.0;Renouvelable
2020;11;Île-de-France;Production bioénergies (GWh);1134.0;Bioénergies;1134000.0;Renouvelable
2016;24;Centre-Val de Loire;Production bioénergies (GWh);432.0;Bioénergies;432000.0;Renouvelable
2022;24;Centre-Val de Loire;Production bioénergies (GWh);507.0;Bioénergies;507000.0;Renouvelable
2014;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);165.0;Bioénergies;165000.0;Renouvelable
2015;27;Bourgogne-Franche-Comté;Production bioénergies (GWh);177.0;Bioénergies;177000.0;Renouvelable
2019;28;Normandie;Production bioénergies (GWh);457.0;Bioénergies;457000.0;Renouvelable
2022;28;Normandie;Production bioénergies (GWh);739.0;Bioénergies;739000.0;Renouvelable
2014;32;Hauts-de-France;Production bioénergies (GWh);771.0;Bioénergies;771000.0;Renouvelable
2016;32;Hauts-de-France;Production bioénergies (GWh);932.0;Bioénergies;932000.0;Renouvelable
2017;32;Hauts-de-France;Production bioénergies (GWh);989.0;Bioénergies;989000.0;Renouvelable
2019;32;Hauts-de-France;Production bioénergies (GWh);1071.0;Bioénergies;1071000.0;Renouvelable
2024;32;Hauts-de-France;Production bioénergies (GWh);941.0;Bioénergies;941000.0;Renouvelable
2017;44;Grand Est;Production bioénergies (GWh);825.0;Bioénergies;825000.0;Renouvelable
2019;44;Grand Est;Production bioénergies (GWh);999.0;Bioénergies;999000.0;Renouvelable
2015;52;Pays de la Loire;Production bioénergies (GWh);342.0;Bioénergies;342000.0;Renouvelable
2020;52;Pays de la Loire;Production bioénergies (GWh);470.0;Bioénergies;470000.0;Renouvelable
2015;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1292.0;Bioénergies;1292000.0;Renouvelable
2019;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1574.0;Bioénergies;1574000.0;Renouvelable
2024;75;Nouvelle-Aquitaine;Production bioénergies (GWh);1557.0;Bioénergies;1557000.0;Renouvelable
2014;76;Occitanie;Production bioénergies (GWh);673.0;Bioénergies;673000.0;Renouvelable
2015;76;Occitanie;Production bioénergies (GWh);706.0;Bioénergies;706000.0;Renouvelable
2016;76;Occitanie;Production bioénergies (GWh);762.0;Bioénergies;762000.0;Renouvelable
2018;76;Occitanie;Production bioénergies (GWh);720.0;Bioénergies;720000.0;Renouvelable
2022;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);1013.0;Bioénergies;1013000.0;Renouvelable
2024;84;Auvergne-Rhône-Alpes;Production bioénergies (GWh);1004.0;Bioénergies;1004000.0;Renouvelable
2014;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);563.0;Bioénergies;563000.0;Renouvelable
2019;93;Provence-Alpes-Côte d'Azur;Production bioénergies (GWh);853.0;Bioénergies;853000.0;Renouvelable
2014;94;Corse;Production bioénergies (GWh);11.0;Bioénergies;11000.0;Renouvelable
2015;94;Corse;Production bioénergies (GWh);10.0;Bioénergies;10000.0;Renouvelable
2024;94;Corse;Production bioénergies (GWh);2.0;Bioénergies;2000.0;Renouvelable
